listing_id,sale_price,gr_liv_area,total_bsmt_sf,lot_area,bedroom_abv_gr,full_bath,half_bath,kitchen_abv_gr,overall_qual,overall_cond,year_built,year_remod_add,exter_qual,kitchen_qual,central_air,garage_cars,garage_area,fireplace_qu,bldg_type,house_style,neighborhood,overall,ms_zoning,foundation,baths_total,age,remod_age
644,164900,1363,1008,14559,2,1,0,1,Average,Good,1951,2000,Good,Typical,Y,1,288,Typical,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,59,10
645,113000,793,793,8480,2,1,0,1,Average,Above_Average,1945,1950,Typical,Fair,Y,1,240,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,65,60
646,145500,1031,1031,7626,2,1,0,1,Average,Very_Good,1952,2005,Good,Good,Y,1,230,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,58,5
647,102900,1210,0,9533,2,1,1,1,Average,Average,1953,1953,Typical,Typical,Y,1,616,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,Slab,1.5,57,57
648,95000,1699,978,10615,3,2,0,2,Fair,Average,1900,1970,Typical,Typical,Y,2,420,No_Fireplace,TwoFmCon,Two_Story,Old_Town,Fair,Residential_Low_Density,CBlock,2,110,40
649,152500,1527,699,11419,3,1,1,1,Good,Good,1948,1999,Typical,Typical,Y,2,410,Good,OneFam,Two_Story,North_Ames,Good,Residential_Low_Density,CBlock,1.5,62,11
650,129900,1200,1200,9600,3,1,0,1,Average,Above_Average,1950,1950,Typical,Typical,Y,1,246,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,60,60
651,132000,972,972,8000,2,1,0,1,Above_Average,Above_Average,1948,2002,Typical,Typical,Y,1,240,Good,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,62,8
652,99900,792,792,5470,2,1,0,1,Fair,Average,1958,1958,Typical,Typical,Y,1,366,No_Fireplace,OneFam,One_Story,Old_Town,Fair,Residential_Low_Density,CBlock,1,52,52
653,135000,1656,660,10410,3,2,1,1,Average,Good,1916,1987,Typical,Typical,Y,1,180,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Low_Density,CBlock,2.5,94,23
654,149000,1352,676,10800,4,2,0,1,Average,Good,1939,2006,Typical,Good,Y,2,720,No_Fireplace,OneFam,Two_Story,Old_Town,Average,Residential_Low_Density,BrkTil,2,71,4
655,114000,1039,405,8146,2,1,0,1,Below_Average,Very_Good,1900,2003,Good,Typical,Y,1,281,No_Fireplace,OneFam,Two_Story,Old_Town,Below_Average,Residential_Low_Density,BrkTil,1,110,7
656,109500,792,768,9022,2,1,0,1,Average,Very_Good,1924,2006,Good,Good,Y,1,240,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Low_Density,BrkTil,1,86,4
657,125000,1078,1054,10230,3,1,0,1,Average,Good,1925,1950,Typical,Excellent,Y,1,264,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Low_Density,BrkTil,1,85,60
658,142900,2377,1313,10410,3,2,0,1,Below_Average,Average,1915,1950,Typical,Good,Y,2,528,Typical,OneFam,One_and_Half_Fin,Old_Town,Below_Average,Residential_Low_Density,BrkTil,2,95,60
659,156500,1690,560,7200,4,2,0,1,Good,Excellent,1910,2008,Good,Good,Y,2,624,No_Fireplace,OneFam,Two_Story,Old_Town,Good,Residential_Low_Density,PConc,2,100,2
660,59000,599,416,5400,2,1,0,1,Poor,Average,1940,1950,Fair,Good,N,0,0,No_Fireplace,OneFam,One_Story,Old_Town,Poor,Residential_Low_Density,PConc,1,70,60
661,105000,1374,840,5400,2,1,0,1,Below_Average,Above_Average,1920,1950,Fair,Typical,Y,1,338,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Below_Average,Residential_Low_Density,PConc,1,90,60
662,106000,846,720,10800,2,1,0,1,Average,Good,1920,1950,Typical,Good,N,2,576,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Low_Density,BrkTil,1,90,60
663,78500,725,630,10800,1,1,1,1,Fair,Average,1890,1998,Typical,Typical,Y,1,320,No_Fireplace,OneFam,One_Story,Old_Town,Fair,Residential_Low_Density,BrkTil,1.5,120,12
664,190000,2544,1248,9671,6,2,2,2,Above_Average,Average,1969,1969,Typical,Typical,Y,3,907,No_Fireplace,Duplex,Two_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,3,41,41
665,154000,1380,1380,10143,3,1,1,1,Above_Average,Good,1963,1963,Typical,Typical,Y,1,364,No_Fireplace,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1.5,47,47
666,163000,1040,1040,11500,3,1,0,1,Above_Average,Below_Average,1967,1967,Fair,Typical,Y,2,480,Poor,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,43,43
667,200000,2634,1248,11643,6,2,2,2,Average,Average,1969,1969,Typical,Typical,Y,4,968,No_Fireplace,Duplex,Two_Story,North_Ames,Average,Residential_Low_Density,CBlock,3,41,41
668,143500,951,951,8010,2,1,0,1,Above_Average,Excellent,1958,2007,Good,Good,Y,2,480,No_Fireplace,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,52,3
669,135000,1105,1105,10454,3,1,0,1,Above_Average,Above_Average,1957,1957,Typical,Typical,Y,1,308,No_Fireplace,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,53,53
670,153000,1306,992,8712,2,1,0,1,Average,Good,1957,2000,Typical,Typical,Y,1,756,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,53,10
671,157500,1478,1478,17600,3,2,0,1,Above_Average,Average,1960,1960,Typical,Typical,Y,2,498,Good,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,2,50,50
672,113500,1142,160,9000,2,1,0,1,Above_Average,Above_Average,1958,1958,Typical,Typical,Y,1,384,Good,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,52,52
673,133000,1268,832,12144,3,1,0,1,Average,Good,1949,1950,Good,Typical,Y,1,288,Good,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,61,60
674,92900,1040,0,8544,2,2,0,2,Fair,Below_Average,1950,1950,Typical,Typical,N,2,400,No_Fireplace,Duplex,One_Story,North_Ames,Fair,Residential_Low_Density,Slab,2,60,60
675,128500,1133,795,8064,3,1,0,1,Above_Average,Average,1950,1950,Typical,Typical,N,2,900,No_Fireplace,OneFam,One_and_Half_Fin,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,60,60
676,90000,1040,0,7200,2,2,0,2,Below_Average,Average,1949,1950,Typical,Typical,N,2,420,No_Fireplace,Duplex,One_Story,North_Ames,Below_Average,Residential_Low_Density,Slab,2,61,60
677,138000,1904,1208,7200,3,1,1,1,Average,Below_Average,1950,1982,Typical,Typical,Y,1,240,No_Fireplace,OneFam,One_and_Half_Fin,North_Ames,Average,Residential_Low_Density,CBlock,1.5,60,28
678,128000,1041,1041,7350,3,1,0,1,Average,Above_Average,1958,1958,Typical,Typical,Y,1,294,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,52,52
679,139000,1339,1029,7560,3,1,0,1,Average,Above_Average,1958,1965,Typical,Typical,Y,1,294,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,52,45
680,118900,732,732,7200,2,1,0,1,Average,Good,1952,1952,Typical,Typical,Y,1,240,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,58,58
681,138000,1183,528,8000,3,1,0,1,Average,Average,1959,1959,Typical,Typical,Y,1,288,No_Fireplace,OneFam,SLvl,North_Ames,Average,Residential_Low_Density,CBlock,1,51,51
682,132500,1148,1148,7931,3,1,0,1,Average,Average,1959,1959,Typical,Typical,Y,1,672,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,51,51
683,133500,1461,832,10800,4,2,0,1,Below_Average,Good,1949,1996,Typical,Typical,Y,1,384,No_Fireplace,OneFam,One_and_Half_Fin,North_Ames,Below_Average,Residential_Low_Density,CBlock,2,61,14
684,135000,1495,864,8064,3,1,0,1,Above_Average,Good,1948,1994,Typical,Typical,Y,2,576,No_Fireplace,OneFam,One_and_Half_Fin,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,62,16
685,144750,1806,780,7570,4,1,1,1,Above_Average,Average,1964,1964,Typical,Typical,Y,2,483,No_Fireplace,OneFam,Two_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1.5,46,46
686,145000,941,941,8604,2,1,0,1,Average,Good,1978,1978,Typical,Good,Y,2,564,No_Fireplace,Duplex,SFoyer,North_Ames,Average,Residential_Low_Density,CBlock,1,32,32
687,127000,1045,1045,7936,3,1,0,1,Above_Average,Above_Average,1963,1963,Typical,Typical,Y,1,264,Fair,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,47,47
688,109500,894,894,6600,2,1,0,1,Average,Average,1962,1962,Typical,Typical,N,1,308,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,48,48
689,115000,1224,818,3950,3,1,0,1,Above_Average,Very_Good,1926,2004,Typical,Typical,Y,1,210,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Above_Average,Residential_Medium_Density,CBlock,1,84,6
690,110000,1230,440,10440,2,1,1,1,Average,Above_Average,1910,1981,Typical,Typical,Y,2,440,No_Fireplace,OneFam,Two_Story,Old_Town,Average,Residential_Medium_Density,PConc,1.5,100,29
691,128900,1378,901,4080,3,1,0,1,Above_Average,Very_Good,1935,1998,Typical,Good,Y,1,162,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Above_Average,Residential_Medium_Density,PConc,1,75,12
692,103500,1944,972,10307,4,2,0,2,Above_Average,Average,1910,1950,Typical,Typical,N,2,324,No_Fireplace,Duplex,Two_Story,Old_Town,Above_Average,Residential_Medium_Density,CBlock,2,100,60
693,66500,1131,676,5720,3,1,1,1,Average,Above_Average,1941,1950,Typical,Typical,Y,1,200,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,CBlock,1.5,69,60
694,130000,1306,240,15660,3,1,1,1,Average,Very_Good,1910,2003,Typical,Good,Y,2,472,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,CBlock,1.5,100,7
695,129000,1464,504,9900,3,2,0,1,Average,Very_Good,1910,2002,Good,Typical,Y,0,0,No_Fireplace,OneFam,Two_Story,Old_Town,Average,Residential_Medium_Density,CBlock,2,100,8
696,150000,1558,690,6406,3,1,1,1,Average,Above_Average,1939,1950,Typical,Typical,Y,2,400,Good,OneFam,Two_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,1.5,71,60
697,107500,2372,994,6600,4,2,0,2,Average,Below_Average,1892,1965,Typical,Typical,N,1,432,No_Fireplace,OneFam,Two_Story,Old_Town,Average,Residential_Medium_Density,Stone,2,118,45
698,94550,1701,600,7627,4,2,0,2,Below_Average,Above_Average,1920,1950,Fair,Fair,N,0,0,No_Fireplace,TwoFmCon,Two_Story,Old_Town,Below_Average,Residential_Medium_Density,BrkTil,2,90,60
699,124500,1960,960,7596,4,2,0,2,Average,Average,1952,1952,Typical,Typical,Y,2,400,No_Fireplace,Duplex,Two_Story,Old_Town,Average,Residential_Medium_Density,CBlock,2,58,58
700,135000,1389,651,3378,3,1,1,1,Good,Very_Good,1946,1992,Typical,Typical,Y,1,240,Good,OneFam,Two_Story,Old_Town,Good,Residential_Medium_Density,CBlock,1.5,64,18
701,103000,1447,801,10134,3,1,0,1,Average,Average,1910,1950,Typical,Typical,N,0,0,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,BrkTil,1,100,60
702,93000,936,936,6000,2,1,0,1,Below_Average,Below_Average,1953,1953,Fair,Typical,N,2,576,No_Fireplace,TwoFmCon,One_Story,Old_Town,Below_Average,Residential_Medium_Density,CBlock,1,57,57
703,129500,1328,768,6000,3,1,1,1,Average,Good,1950,1970,Typical,Typical,Y,1,308,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,CBlock,1.5,60,40
704,93000,1387,811,6000,3,2,0,2,Average,Below_Average,1954,1954,Typical,Good,Y,1,256,No_Fireplace,TwoFmCon,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,CBlock,2,56,56
705,80000,861,861,7404,2,1,0,1,Below_Average,Above_Average,1920,1950,Typical,Typical,Y,2,288,No_Fireplace,OneFam,One_Story,Old_Town,Below_Average,Residential_Medium_Density,BrkTil,1,90,60
706,45000,612,0,5925,1,1,0,1,Poor,Below_Average,1940,1950,Typical,Typical,N,1,308,No_Fireplace,OneFam,One_Story,Old_Town,Poor,Residential_Medium_Density,BrkTil,1,70,60
707,37900,968,600,5925,2,1,0,1,Fair,Above_Average,1910,1950,Typical,Typical,N,0,0,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Fair,Residential_Medium_Density,BrkTil,1,100,60
708,91300,886,190,5784,2,1,0,1,Average,Very_Good,1938,1996,Typical,Typical,Y,1,273,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,1,72,14
709,99500,792,624,8520,2,1,0,1,Average,Very_Good,1923,1950,Good,Typical,Y,1,287,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,PConc,1,87,60
710,113000,1452,736,4456,2,2,0,3,Below_Average,Average,1920,2008,Typical,Typical,Y,0,0,No_Fireplace,TwoFmCon,Two_Story,Old_Town,Below_Average,Residential_Medium_Density,BrkTil,2,90,2
711,87500,1510,677,9600,3,2,0,1,Below_Average,Below_Average,1910,1950,Good,Good,Y,2,720,No_Fireplace,OneFam,Two_Story,Old_Town,Below_Average,Residential_Medium_Density,BrkTil,2,100,60
712,110000,1284,720,3500,2,1,1,1,Average,Good,1947,1950,Typical,Typical,Y,1,240,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,CBlock,1.5,63,60
713,106000,2138,849,8100,2,2,0,3,Average,Average,1898,1965,Typical,Typical,N,2,360,No_Fireplace,OneFam,Two_and_Half_Unf,Old_Town,Average,Residential_Medium_Density,PConc,2,112,45
714,265979,2640,1240,11700,4,1,1,1,Good,Good,1880,2003,Good,Good,N,4,864,Good,OneFam,Two_Story,Old_Town,Good,Residential_Medium_Density,Stone,1.5,130,7
715,160000,2007,917,8400,3,2,0,1,Above_Average,Good,1900,1950,Typical,Excellent,Y,1,357,No_Fireplace,OneFam,Two_Story,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,2,110,60
716,119000,1288,624,3600,3,1,0,1,Above_Average,Good,1917,2007,Typical,Excellent,Y,1,280,Good,OneFam,Two_Story,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,1,93,3
717,168000,1742,916,17671,4,1,1,1,Very_Good,Excellent,1882,1986,Good,Good,Y,2,424,Good,OneFam,Two_Story,Old_Town,Very_Good,Residential_Medium_Density,BrkTil,1.5,128,24
718,58500,816,624,3300,2,1,0,1,Below_Average,Fair,1910,1950,Typical,Typical,Y,0,0,Good,OneFam,One_Story,Old_Town,Below_Average,C_all,BrkTil,1,100,60
719,143000,1482,650,9000,3,1,0,1,Good,Excellent,1920,1988,Typical,Typical,Y,2,324,No_Fireplace,OneFam,Two_Story,Old_Town,Good,Residential_Medium_Density,PConc,1,90,22
720,85000,1022,1022,7200,2,1,0,1,Average,Below_Average,1910,2006,Typical,Typical,N,1,280,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,1,100,4
721,124900,1869,1088,8820,2,1,0,1,Average,Above_Average,1890,1996,Typical,Typical,Y,2,456,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,BrkTil,1,120,14
722,119000,1480,972,5400,3,1,0,1,Above_Average,Above_Average,1920,1950,Fair,Typical,Y,1,207,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,1,90,60
723,146500,1521,741,9720,4,1,0,1,Above_Average,Good,1910,2002,Typical,Good,Y,3,640,No_Fireplace,OneFam,Two_Story,Old_Town,Above_Average,Residential_Medium_Density,PConc,1,100,8
724,34900,720,720,7879,2,1,0,1,Below_Average,Average,1920,1950,Typical,Typical,N,0,0,No_Fireplace,OneFam,One_Story,Iowa_DOT_and_Rail_Road,Below_Average,C_all,CBlock,1,90,60
725,44000,797,245,9392,2,1,0,1,Fair,Fair,1900,1950,Typical,Typical,N,0,0,No_Fireplace,OneFam,One_Story,Iowa_DOT_and_Rail_Road,Fair,C_all,CBlock,1,110,60
726,223500,1576,1324,21384,3,1,1,1,Average,Above_Average,1923,2004,Typical,Good,Y,2,528,Typical,OneFam,Two_Story,Brookside,Average,Residential_Low_Density,CBlock,1.5,87,6
727,149000,1432,1022,6615,3,1,0,1,Above_Average,Above_Average,1923,1950,Typical,Good,N,1,216,Good,OneFam,One_Story,Brookside,Above_Average,Residential_Low_Density,BrkTil,1,87,60
728,205000,1548,952,7264,3,2,1,1,Good,Good,1925,2007,Good,Excellent,N,2,672,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Good,Residential_Low_Density,BrkTil,2.5,85,3
729,137000,1654,297,4960,3,2,0,1,Average,Good,1930,1982,Typical,Typical,Y,1,336,Good,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Low_Density,CBlock,2,80,28
730,121000,952,952,8854,2,1,0,1,Above_Average,Above_Average,1916,1950,Typical,Fair,N,1,192,Good,OneFam,One_and_Half_Unf,Brookside,Above_Average,Residential_Low_Density,BrkTil,1,94,60
731,128000,1324,672,6000,3,1,0,1,Below_Average,Above_Average,1936,1950,Typical,Typical,Y,1,240,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Below_Average,Residential_Medium_Density,BrkTil,1,74,60
732,134900,1176,698,6000,2,1,0,1,Above_Average,Excellent,1937,2000,Good,Typical,Y,2,624,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Above_Average,Residential_Medium_Density,BrkTil,1,73,10
733,117000,1348,884,6000,3,1,0,1,Average,Very_Good,1925,1997,Typical,Typical,Y,1,216,Fair,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Medium_Density,BrkTil,1,85,13
734,132500,1412,780,6000,4,1,0,1,Above_Average,Above_Average,1939,1950,Typical,Typical,Y,1,280,Good,OneFam,One_and_Half_Fin,Brookside,Above_Average,Residential_Medium_Density,CBlock,1,71,60
735,93000,1142,468,6000,3,1,0,1,Average,Average,1924,1950,Typical,Typical,Y,1,320,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Medium_Density,BrkTil,1,86,60
736,119000,904,884,6000,2,1,0,1,Above_Average,Good,1926,2004,Good,Typical,Y,1,180,No_Fireplace,OneFam,One_and_Half_Unf,Brookside,Above_Average,Residential_Medium_Density,PConc,1,84,6
737,100000,1301,1145,6911,2,1,0,1,Average,Average,1924,1950,Typical,Fair,Y,2,440,No_Fireplace,OneFam,One_Story,Brookside,Average,Residential_Medium_Density,PConc,1,86,60
738,141500,1539,927,6120,3,1,1,1,Average,Above_Average,1936,1950,Typical,Typical,Y,2,576,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Medium_Density,BrkTil,1.5,74,60
739,133000,1573,884,6120,3,1,0,1,Below_Average,Good,1935,1995,Typical,Good,Y,1,240,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Below_Average,Residential_Medium_Density,BrkTil,1,75,15
740,60000,800,264,6120,1,1,0,1,Poor,Fair,1936,1950,Fair,Fair,N,0,0,Poor,OneFam,One_Story,Brookside,Poor,Residential_Medium_Density,BrkTil,1,74,60
741,105000,875,715,6120,2,1,0,1,Average,Good,1931,1993,Typical,Typical,Y,1,180,No_Fireplace,OneFam,One_Story,Brookside,Average,Residential_Medium_Density,BrkTil,1,79,17
742,115000,995,960,6120,2,1,0,1,Average,Above_Average,1925,1999,Typical,Typical,Y,1,264,No_Fireplace,OneFam,One_Story,Brookside,Average,Residential_Medium_Density,BrkTil,1,85,11
743,150000,1582,952,6120,3,2,0,1,Average,Above_Average,1938,1950,Typical,Typical,Y,1,250,Good,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Medium_Density,BrkTil,2,72,60
744,126500,1072,1072,8635,2,1,0,1,Average,Average,1925,1950,Typical,Typical,Y,5,1184,No_Fireplace,OneFam,One_Story,Brookside,Average,Residential_Medium_Density,BrkTil,1,85,60
745,214500,2134,844,11888,5,2,0,1,Above_Average,Above_Average,1916,1994,Typical,Good,N,2,441,No_Fireplace,OneFam,Two_and_Half_Unf,Brookside,Above_Average,Residential_Low_Density,BrkTil,2,94,16
746,167500,2019,728,11414,3,1,0,1,Good,Very_Good,1910,1993,Typical,Good,N,2,532,No_Fireplace,OneFam,Two_Story,Brookside,Good,Residential_Low_Density,BrkTil,1,100,17
747,155000,1768,1048,8094,3,2,0,1,Above_Average,Above_Average,1915,1950,Typical,Typical,Y,2,576,No_Fireplace,OneFam,Two_Story,Old_Town,Above_Average,Residential_Medium_Density,PConc,2,95,60
748,155000,1826,910,2500,4,1,1,1,Good,Very_Good,1915,2005,Good,Excellent,Y,1,164,Good,OneFam,Two_Story,Old_Town,Good,Residential_Medium_Density,PConc,1.5,95,5
749,179900,1944,672,9928,3,2,0,1,Good,Very_Good,1915,1994,Typical,Typical,Y,1,216,No_Fireplace,OneFam,Two_Story,Old_Town,Good,Residential_Medium_Density,BrkTil,2,95,16
750,104000,2229,755,5520,5,1,0,1,Above_Average,Above_Average,1912,1950,Typical,Typical,Y,0,0,No_Fireplace,OneFam,Two_and_Half_Fin,Old_Town,Above_Average,Residential_Medium_Density,CBlock,1,98,60
751,62500,2128,1040,3000,4,2,0,2,Average,Very_Poor,1922,1950,Typical,Typical,N,0,0,No_Fireplace,Duplex,Two_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,2,88,60
752,149000,1930,720,6876,4,2,0,1,Above_Average,Average,1927,1950,Typical,Typical,Y,1,316,No_Fireplace,OneFam,Two_Story,Iowa_DOT_and_Rail_Road,Above_Average,Residential_Medium_Density,CBlock,2,83,60
753,103000,1208,780,6240,2,1,0,1,Below_Average,Average,1925,1950,Typical,Typical,Y,2,539,No_Fireplace,OneFam,One_and_Half_Fin,Iowa_DOT_and_Rail_Road,Below_Average,Residential_Medium_Density,CBlock,1,85,60
754,123000,1427,483,5775,3,1,0,1,Above_Average,Good,1915,2002,Typical,Good,Y,1,379,No_Fireplace,OneFam,Two_Story,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,1,95,8
755,97500,1864,1020,5852,6,2,1,1,Good,Average,1902,2000,Typical,Typical,N,0,0,No_Fireplace,TwoFmCon,Two_and_Half_Unf,Old_Town,Good,Residential_Medium_Density,BrkTil,2.5,108,10
756,135000,1666,1204,5160,3,1,0,1,Above_Average,Above_Average,1927,1950,Typical,Typical,Y,1,384,No_Fireplace,OneFam,One_and_Half_Fin,Iowa_DOT_and_Rail_Road,Above_Average,Residential_Medium_Density,BrkTil,1,83,60
757,70000,892,858,5160,1,1,0,1,Below_Average,Above_Average,1923,1950,Typical,Good,Y,0,0,No_Fireplace,OneFam,SFoyer,Iowa_DOT_and_Rail_Road,Below_Average,Residential_Medium_Density,PConc,1,87,60
758,116000,1403,698,10320,3,1,1,1,Above_Average,Good,1915,1965,Typical,Typical,Y,1,308,No_Fireplace,TwoFmCon,Two_Story,Iowa_DOT_and_Rail_Road,Above_Average,Residential_Medium_Density,CBlock,1.5,95,45
759,88750,704,560,4280,2,1,0,1,Below_Average,Excellent,1946,2001,Typical,Fair,Y,1,220,No_Fireplace,OneFam,One_Story,Sawyer,Below_Average,Residential_Low_Density,CBlock,1,64,9
760,179000,1200,1200,10800,3,3,0,1,Average,Average,1987,1988,Typical,Typical,Y,0,0,No_Fireplace,Duplex,One_Story,Edwards,Average,Residential_Low_Density,CBlock,3,23,22
761,179000,1200,1200,10800,3,3,0,1,Average,Average,1987,1988,Typical,Typical,Y,0,0,No_Fireplace,Duplex,One_Story,Edwards,Average,Residential_Low_Density,CBlock,3,23,22
762,159900,1152,1152,10547,2,2,0,2,Average,Average,1978,1978,Typical,Typical,Y,1,252,No_Fireplace,Duplex,SFoyer,Edwards,Average,Residential_Low_Density,PConc,2,32,32
763,61000,904,683,10020,1,0,1,1,Very_Poor,Very_Poor,1922,1950,Fair,Fair,N,0,0,No_Fireplace,OneFam,One_Story,Edwards,Very_Poor,Residential_Low_Density,BrkTil,0.5,88,60
764,103600,1369,672,6629,3,2,0,1,Above_Average,Above_Average,1925,1950,Typical,Typical,N,1,300,No_Fireplace,OneFam,Two_Story,Edwards,Above_Average,Residential_High_Density,BrkTil,2,85,60
765,63000,1112,585,9780,4,2,0,1,Average,Fair,1934,1950,Typical,Typical,N,1,226,No_Fireplace,OneFam,One_and_Half_Fin,Edwards,Average,Residential_Low_Density,PConc,2,76,60
766,175000,1464,520,12886,3,2,0,1,Average,Above_Average,1963,1999,Typical,Typical,Y,2,480,Typical,OneFam,SLvl,Sawyer,Average,Residential_Low_Density,CBlock,2,47,11
767,139000,1121,1121,8816,3,1,0,1,Average,Above_Average,1963,1963,Typical,Typical,Y,2,480,No_Fireplace,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,PConc,1,47,47
768,172500,1683,918,11184,3,2,1,1,Above_Average,Average,1978,1978,Typical,Typical,Y,2,440,Typical,OneFam,Two_Story,Sawyer,Above_Average,Residential_Low_Density,CBlock,2.5,32,32
769,113500,1052,1052,11625,3,1,1,1,Average,Above_Average,1967,1967,Typical,Typical,Y,1,668,Poor,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1.5,43,43
770,130000,899,864,7800,3,1,0,1,Average,Good,1967,2004,Typical,Good,Y,1,288,No_Fireplace,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,PConc,1,43,6
771,149900,1034,456,8014,3,1,0,1,Above_Average,Average,1978,1978,Typical,Typical,Y,2,504,Fair,OneFam,SFoyer,Sawyer,Above_Average,Residential_Low_Density,CBlock,1,32,32
772,134900,858,858,7252,2,1,0,1,Average,Average,1982,1982,Typical,Typical,Y,2,576,No_Fireplace,OneFam,SFoyer,Sawyer,Average,Residential_Low_Density,CBlock,1,28,28
773,137000,860,840,8740,2,1,0,1,Average,Above_Average,1982,1982,Typical,Typical,Y,2,528,No_Fireplace,OneFam,SFoyer,Sawyer,Average,Residential_Low_Density,CBlock,1,28,28
774,139000,1092,1092,11616,3,1,0,1,Average,Average,1962,1962,Typical,Typical,Y,1,288,Poor,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1,48,48
775,165000,1774,552,15400,4,2,0,1,Average,Average,1961,1961,Typical,Typical,Y,1,384,Typical,OneFam,SLvl,Sawyer,Average,Residential_Low_Density,CBlock,2,49,49
776,148000,1138,1138,15312,3,1,0,1,Above_Average,Average,1960,1960,Typical,Typical,Y,2,480,Typical,OneFam,SLvl,Sawyer,Above_Average,Residential_Low_Density,CBlock,1,50,50
777,165000,2071,825,15584,4,1,1,1,Average,Average,1956,1956,Typical,Typical,Y,1,336,Typical,OneFam,SLvl,Clear_Creek,Average,Residential_Low_Density,CBlock,1.5,54,54
778,63900,660,0,9000,2,1,0,1,Poor,Poor,1947,1950,Typical,Fair,N,0,0,No_Fireplace,OneFam,One_Story,Sawyer,Poor,Residential_Low_Density,Slab,1,63,60
